CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,03/26/2024 07:45:00 AM,24-906407,BURGLARY-NO FORCE,04X,2016 TELEGRAPH AVE,Oakland,CA,POINT (-122.269077023 37.809660992)
STOLEN VEHICLE,05/14/2024 11:45:00 AM,24-024133,VEHICLE THEFT - AUTO,32X,10950 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.163675009 37.736930003)
PETTY THEFT,05/25/2024 10:30:00 AM,24-026769,THEFT,22Y,4420 NORTON AV,Oakland,CA,POINT (-122.191044019 37.801193007)
,05/26/2024 06:00:00 PM,24-026040,RAPE OF DRUGGED VICTIM,26X,63RD AV AND SAN LEANDRO,Oakland,CA,POINT (-122.18804306 37.769084831)
,04/24/2024 07:55:00 AM,24-020110,BURGLARY-FORCIBLE ENTRY,31Y,249 GANNON AVE,Oakland,CA,POINT (-122.191435034 37.731560011)
,05/26/2024 06:00:00 AM,24-908374,VANDALISM,03Y,674 10TH ST,Oakland,CA,POINT (-122.278076002 37.803861009)
,05/10/2024 12:11:00 AM,24-022971,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,9835 HOLLY ST,Oakland,CA,POINT (-122.168906162 37.744112922)
STOLEN VEHICLE,05/31/2024 07:00:00 PM,24-027150,VEHICLE THEFT - AUTO,26Y,955 75TH AV,Oakland,CA,POINT (-122.192405994 37.754471986)
,03/28/2024 12:45:00 AM,24-905987,GRAND THEFT,10X,5709 GASKILL ST,Oakland,CA,POINT (-122.280704107 37.840833212)
VANDALISM,05/23/2024 09:10:00 PM,24-908084,VANDALISM,22X,3454 LAGUNA AV,Oakland,CA,POINT (-122.210824975 37.798227993)
,04/06/2024 09:05:00 AM,24-907833,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,13Z,42 VILLANOVA DRIVE,Oakland,CA,POINT (-122.197136992 37.841894984)
THREATS,03/23/2024 11:13:00 AM,24-014603,CARRY CONCEALED WEAPON ON PERSON,27Y,6118 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.197434968 37.76446598)
MISDEMEANOR ASSAULT,03/23/2024 10:41:00 PM,24-014681,BATTERY,34X,9314 PLYMOUTH ST,Oakland,CA,POINT (-122.169451985 37.749530979)
,05/12/2024 01:25:00 AM,24-023326,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,10X,6015 HERZOG ST,Oakland,CA,POINT (-122.282584963 37.843460011)
RECOVERED O/S STOLEN,05/19/2024 10:59:00 AM,24-024702,POSS STOLEN VEH/VES/ETC,26X,5300 E 8TH ST,Oakland,CA,POINT (-122.211069833 37.764313065)
DOMESTIC VIOLENCE,04/14/2024 02:00:00 AM,24-018362,RAPE BY FORCE/FEAR/ETC,29X,79TH & LACEY,Oakland,CA,POINT (-122.17303345 37.770999728)
,05/03/2024 01:10:00 PM,24-908596,VANDALISM,03Y,541 10TH ST,Oakland,CA,POINT (-122.27495008 37.802285592)
PETTY THEFT,04/16/2024 12:01:00 AM,24-018848,THEFT,02Y,1451 7TH ST,Oakland,CA,POINT (-122.29518892 37.805294045)
,04/25/2024 07:00:00 AM,24-020354,VEHICLE THEFT - AUTO,25Y,KELLER AV&SKYLINE BLVD,Oakland,CA,POINT (-122.128643432 37.769525506)
STOLEN VEHICLE,04/29/2024 08:00:00 PM,24-021253,VEHICLE THEFT - AUTO,30Y,8007 IDLEWOOD ST,Oakland,CA,POINT (-122.167296997 37.763197002)
,06/02/2024 09:00:00 PM,24-027363,INFLICT CRPL INJ SP/COHAB,02Y,878 CAMPBELL VILLAGE CT,Oakland,CA,POINT (-122.298846022 37.808313015)
STOLEN VEHICLE,05/31/2024 04:30:00 AM,24-026936,VEHICLE THEFT - AUTO,28X,4320 ALLENDALE AV,Oakland,CA,POINT (-122.201920963 37.783063998)
,05/13/2024 02:45:00 PM,24-907694,BURGLARY-AUTO,01X,110 BROADWAY,Oakland,CA,POINT (-122.276570895 37.795476899)
,04/20/2024 06:30:00 PM,24-907777,VANDALISM,11X,6100 RACINE ST,Oakland,CA,POINT (-122.26203899 37.847238992)
ROBBERY,03/23/2024 12:00:00 AM,24-014934,VIOLATE CIVIL RIGHTS BY FORCE OR THREAT OF FORCE,14Y,3320 GRAND AV,Oakland,CA,POINT (-122.246612013 37.813009018)
RECOVERED VEHICLE - OAKLAND STOLEN,03/31/2024 03:00:00 PM,24-016192,VEHICLE THEFT - AUTO,08X,2330 WEBSTER ST,Oakland,CA,POINT (-122.264546017 37.812427021)
MISDEMEANOR ASSAULT,05/29/2024 08:49:00 PM,24-026684,BATTERY,05X,2029 BRUSH ST,Oakland,CA,POINT (-122.275702272 37.811561322)
,05/01/2024 01:30:00 AM,24-021341,THEFT,31X,449 HEGENBERGER ROAD,Oakland,CA,POINT (-122.197507975 37.736640995)
,05/24/2024 06:45:00 PM,24-908379,BURGLARY-AUTO,30Y,7969 NEY AVE,Oakland,CA,POINT (-122.165034973 37.764737009)
,06/10/2024 05:38:00 PM,24-028889,VEHICLE THEFT - AUTO,13X,5836 BUENA VISTA AV,Oakland,CA,POINT (-122.236463037 37.847207015)
,03/24/2024 10:15:00 AM,24-906232,VANDALISM,,10000 E ST,Oakland,CA,POINT (-122.175200886 37.739584737)
,05/28/2024 04:30:00 PM,24-025964,BATTERY,14Y,3316 GRAND AV,Oakland,CA,POINT (-122.246660042 37.812902987)
,04/22/2024 12:15:00 PM,24-908424,MAIL/ETC THEFT/ETC,12X,4045 BROADWAY,Oakland,CA,POINT (-122.256761995 37.828305991)
MISDEMEANOR ASSAULT,03/26/2024 07:10:00 AM,24-015084,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,14X,699 BELLEVUE AV,Oakland,CA,POINT (-122.259308163 37.809550099)
VANDALISM,04/28/2024 05:20:00 PM,24-907929,VANDALISM,12Y,6310 COLLEGE AV,Oakland,CA,POINT (-122.251997973 37.850735)
,05/15/2024 04:53:00 AM,24-023895,VEHICLE THEFT - AUTO,14X,428 PERKINS ST,Oakland,CA,POINT (-122.255481995 37.809668997)
STOLEN VEHICLE,04/27/2024 09:30:00 AM,24-020771,VEHICLE THEFT - AUTO,12Y,5405 COLLEGE AV,Oakland,CA,POINT (-122.251404422 37.840268596)
,04/05/2024 08:03:00 AM,24-906090,BURGLARY-AUTO,12Y,6300 COLLEGE AVE,Oakland,CA,POINT (-122.252143986 37.850019018)
,03/15/2024 04:00:00 AM,24-905510,BURGLARY-AUTO,14X,360 VERNON ST,Oakland,CA,POINT (-122.254679009 37.815756983)
,05/16/2024 12:30:00 PM,24-908101,ATTEMPT VEHICLE THEFT-AUTO,05X,833 16TH ST,Oakland,CA,POINT (-122.279673006 37.809104015)
RECOVERED O/S STOLEN,05/19/2024 08:36:00 AM,24-024680,VEHICLE THEFT - AUTO,05Y,1748 16TH ST,Oakland,CA,POINT (-122.29642097 37.814775001)
,04/12/2024 01:04:00 PM,24-018003,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,29X,6018 MACARTHUR BLVD,Oakland,CA,POINT (-122.182679957 37.77582123)
MISDEMEANOR ASSAULT,03/14/2024 12:06:00 PM,24-013003,BATTERY,22Y,11889 SKYLINE BLVD,Oakland,CA,POINT (-122.171364986 37.798456986)
STOLEN VEHICLE,04/05/2024 12:00:00 PM,24-016864,VEHICLE THEFT - AUTO,28X,3434 HIGH ST,Oakland,CA,POINT (-122.196236021 37.78598199)
STOLEN VEHICLE,04/09/2024 01:28:00 AM,24-017317,ATTEMPT VEHICLE THEFT-AUTO,17X,1000 E 19TH ST,Oakland,CA,POINT (-122.244818663 37.795235251)
,05/26/2024 11:30:00 AM,24-025915,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,398 GRAND AV,Oakland,CA,POINT (-122.254019017 37.809011982)
,04/27/2024 12:00:00 PM,24-021394,BURGLARY-FORCIBLE ENTRY,22Y,4424 NORTON AVE,Oakland,CA,POINT (-122.190861964 37.801216015)
,04/23/2024 12:30:00 PM,24-906971,BURGLARY-AUTO,14Y,3917 GRAND AVE,Oakland,CA,POINT (-122.245224976 37.818409017)
,04/29/2024 12:48:00 PM,24-907244,BURGLARY-NO FORCE,13Z,5721 SCARBOROUGH DRIVE,Oakland,CA,POINT (-122.200695026 37.821567989)
FELONY ASSAULT,04/08/2024 10:25:00 PM,24-017301,ASSAULT WITH FIREARM ON PERSON,19X,641 E 10TH ST,Oakland,CA,POINT (-122.255402788 37.792548304)
,03/19/2024 12:00:00 AM,24-021424,L&L ACTS W/CHILD:AGE SPEC,07X,UNK,Oakland,CA,POINT (-122.27248 37.804828)
STOLEN VEHICLE,04/14/2024 09:30:00 AM,24-018512,VEHICLE THEFT - AUTO,05X,1221 19TH ST,Oakland,CA,POINT (-122.286037245 37.813521071)
,03/31/2024 03:10:00 AM,24-906654,VANDALISM,29X,5954 LAIRD AVE,Oakland,CA,POINT (-122.180665965 37.777456002)
,04/16/2024 06:00:00 PM,24-019167,VEHICLE THEFT - AUTO,30Y,7600 OUTLOOK AV,Oakland,CA,POINT (-122.167754805 37.769303383)
STOLEN VEHICLE,05/29/2024 08:00:00 PM,24-026744,VEHICLE THEFT - AUTO,13X,5801 BUENA VISTA AV,Oakland,CA,POINT (-122.236335968 37.847625985)
WEAPONS,05/25/2024 02:12:00 AM,24-025718,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,27X,4707 FOOTHILL BLVD,Oakland,CA,POINT (-122.208708041 37.772993016)
,04/23/2024 12:29:00 PM,24-021607,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,35Y,67 HERITAGE ST,Oakland,CA,POINT (-122.129697959 37.766433003)
DOMESTIC VIOLENCE,04/16/2024 01:31:00 AM,24-018588,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,2855 BROADWAY,Oakland,CA,POINT (-122.263657033 37.816980992)
STOLEN VEHICLE,03/18/2024 03:00:00 AM,24-013628,VEHICLE THEFT - AUTO,01X,131 EMBARCADERO,Oakland,CA,POINT (-122.265287681 37.791195879)
,05/15/2024 01:08:00 AM,24-023884,VEHICLE THEFT - AUTO,30Y,2700 74TH AVE,Oakland,CA,POINT (-122.172580027 37.76768899)
,05/27/2024 04:53:00 PM,24-026151,POSS STOLEN VEH/VES/ETC,33X,8301 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.178451969 37.754617998)
,04/02/2024 12:51:00 AM,24-016265,BURGLARY-FORCIBLE ENTRY,23X,3340 E 12TH ST,Oakland,CA,POINT (-122.224215987 37.776524982)
,06/09/2024 08:30:00 PM,24-028928,VEHICLE THEFT - AUTO,24X,3742 SAN JUAN ST,Oakland,CA,POINT (-122.215927961 37.779918019)
,05/21/2024 04:00:00 AM,24-025038,VEHICLE THEFT - AUTO,23X,1215 HIGH ST,Oakland,CA,POINT (-122.216069029 37.771683008)
PETTY THEFT,03/19/2024 09:00:00 AM,24-014537,THEFT,17Y,2626 11TH AV,Oakland,CA,POINT (-122.237523013 37.799136004)
STOLEN VEHICLE,03/19/2024 05:50:00 AM,24-014652,VEHICLE THEFT - AUTO,34X,1638 88TH AV,Oakland,CA,POINT (-122.172189011 37.752323997)
,04/17/2024 05:51:00 PM,24-019014,VEHICLE THEFT - AUTO,26Y,1300 73RD AV,Oakland,CA,POINT (-122.187842863 37.758697635)
,06/08/2024 09:50:00 AM,24-028797,VEHICLE THEFT - AUTO,35X,2316 - 82ND AVE.,Oakland,CA,POINT (-122.168322852 37.760986507)
DOMESTIC VIOLENCE,03/17/2024 05:48:00 AM,24-013445,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,19X,1717 EMBARCADERO,Oakland,CA,POINT (-122.245743798 37.785854734)
DOMESTIC VIOLENCE,04/21/2024 03:35:00 AM,24-019577,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,1715 24TH AV,Oakland,CA,POINT (-122.231880986 37.785442992)
,04/08/2024 12:10:00 PM,24-017227,BATTERY,22Y,3318 WISCONSIN ST,Oakland,CA,POINT (-122.19699802 37.798780989)
DOMESTIC VIOLENCE,05/24/2024 12:10:00 AM,24-025539,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,06X,MARTIN LUTHER KING JR WY & SYCAMORE ST,Oakland,CA,POINT (-122.271960984 37.815677984)
,05/06/2024 11:30:00 AM,24-022275,VIOLATION OF PROBATION-MISD,33X,9112 D ST,Oakland,CA,POINT (-122.17869999 37.746698986)
,05/02/2024 06:00:00 PM,24-021800,VEHICLE THEFT - AUTO,25X,3774 39TH AVE,Oakland,CA,POINT (-122.194846081 37.791313183)
,05/22/2024 04:27:00 AM,24-025218,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,35X,2282 83RD AV,Oakland,CA,POINT (-122.168163016 37.759798014)
,05/19/2024 03:35:00 PM,24-024741,DISTURB THE PEACE,05X,3420 SAN PABLO AVE,Oakland,CA,POINT (-122.277623966 37.825909982)
,04/19/2024 09:15:00 PM,24-019240,THEFT,08X,475 29TH ST,Oakland,CA,POINT (-122.266457007 37.817537006)
STOLEN VEHICLE,04/02/2024 06:30:00 PM,24-016429,VEHICLE THEFT - AUTO,15X,2303 PARK BLVD,Oakland,CA,POINT (-122.245068989 37.801935979)
,05/04/2024 01:45:00 PM,24-021945,BURGLARY-FORCIBLE ENTRY,03Y,648 8TH ST,Oakland,CA,POINT (-122.278202987 37.80216602)
,04/17/2024 03:35:00 PM,24-908430,THEFT,,BROADWAY,Oakland,CA,POINT (-122.222282627 37.851066046)
WEAPONS,05/15/2024 12:05:00 AM,24-023881,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,19X,1300 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.246801025 37.789953001)
,05/22/2024 01:00:00 AM,24-025201,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,24X,3525 LYON AV,Oakland,CA,POINT (-122.211566019 37.786423004)
,03/20/2024 04:02:00 AM,24-905543,GRAND THEFT,10Y,5811 GENOA ST,Oakland,CA,POINT (-122.272576401 37.843353096)
MISDEMEANOR ASSAULT,03/30/2024 06:20:00 AM,24-015843,BATTERY,09X,3600 BROADWAY,Oakland,CA,POINT (-122.258236959 37.823493983)
FELONY ASSAULT,03/23/2024 05:35:00 PM,24-014648,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,27Y,62ND AV & HILTON ST,Oakland,CA,POINT (-122.191505023 37.768031013)
BURG - COMMERCIAL,03/16/2024 06:08:00 AM,24-013311,ATTEMPTED BURGLARY,03X,1180 BROADWAY,Oakland,CA,POINT (-122.271937222 37.803022078)
BURG - AUTO,04/17/2024 01:25:00 AM,24-018881,BURGLARY-AUTO,12Y,6200 CLAREMONT AV,Oakland,CA,POINT (-122.252058026 37.849594926)
,05/22/2024 04:46:00 PM,24-025326,VANDALISM:DAMAGE PROPERTY,32Y,10521 BYRON AV,Oakland,CA,POINT (-122.15398796 37.742826002)
RECOVERED O/S STOLEN,04/16/2024 12:00:00 AM,24-018828,VEHICLE THEFT - AUTO,31Z,242 KERWIN AV,Oakland,CA,POINT (-122.182321978 37.72988099)
,04/06/2024 02:51:00 AM,24-016885,TAKE PERSON FOR PROSTITUTION W/O CONSENT,19X,1000 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.249593662 37.792073547)
,05/29/2024 05:15:00 AM,24-026432,DISTURB THE PEACE,02Y,1107 CAMPBELL ST,Oakland,CA,POINT (-122.297080039 37.810121997)
,04/28/2024 12:30:00 PM,24-020884,VEHICLE THEFT - AUTO,23X,4000 ALAMEDA AVE,Oakland,CA,POINT (-122.223908958 37.769720008)
STOLEN VEHICLE,03/30/2024 11:00:00 PM,24-016035,VEHICLE THEFT - AUTO,07X,3000 FILBERT ST,Oakland,CA,POINT (-122.278378604 37.821309274)
,05/23/2024 10:15:00 PM,24-025522,VEHICLE THEFT - AUTO,05X,BRUSH ST&W GRAND AV,Oakland,CA,POINT (-122.274614024 37.81298601)
,05/31/2024 01:45:00 AM,24-026938,ORAL COPULATION IN CONCERT W/FORCE ETC,09X,490 W MACARTHUR  BLVD,Oakland,CA,POINT (-122.264061962 37.826591012)
OTHER,03/22/2024 10:38:00 AM,24-014433,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,31Y,540 HEGENBERGER RD,Oakland,CA,POINT (-122.195706033 37.744225989)
PETTY THEFT,03/21/2024 01:40:00 PM,24-905336,THEFT,13Z,6550 MORAGA AV,Oakland,CA,POINT (-122.209757959 37.825593021)
DOMESTIC VIOLENCE,04/07/2024 01:05:00 AM,24-017017,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,16X,3200 LAKESHORE AV,Oakland,CA,POINT (-122.245321033 37.810098989)
,05/09/2024 04:11:00 PM,24-020550,VEHICLE THEFT - AUTO,26X,5051 COLISEUM WY,Oakland,CA,POINT (-122.213906598 37.763623994)
,05/29/2024 12:00:00 AM,24-908647,GRAND THEFT,,9801 SPRINGFIELD ST ST,Oakland,CA,POINT (-122.160896995 37.748670996)
,04/17/2024 08:16:00 AM,24-018907,THREAT CRIME:INT:TERRORIZE,07X,2501 CHESTNUT ST,Oakland,CA,POINT (-122.282119013 37.818054002)
STOLEN VEHICLE,05/10/2024 09:25:00 AM,24-023019,POSS STOLEN VEH/VES/ETC,33X,1242 95TH AV,Oakland,CA,POINT (-122.174419017 37.745116985)
ROBBERY,03/21/2024 09:10:00 AM,24-014258,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",15X,BEACON ST & BODEN WY,Oakland,CA,POINT (-122.247186006 37.808359995)
FELONY ASSAULT,03/15/2024 03:22:00 PM,24-013224,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,6833 ARTHUR ST,Oakland,CA,POINT (-122.183065034 37.766038006)
,05/06/2024 05:41:00 PM,24-022333,BURGLARY-NO FORCE,16X,3264 LAKESHORE AVE,Oakland,CA,POINT (-122.24455546 37.810512868)
,06/02/2024 12:16:00 AM,24-027213,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21Y,3435 DAVIS ST,Oakland,CA,POINT (-122.215904494 37.787813471)
,04/19/2024 03:05:00 AM,24-908180,ATTEMPT VEHICLE THEFT-AUTO,12X,414 40TH ST,Oakland,CA,POINT (-122.259853996 37.828712011)
,05/11/2024 08:30:00 AM,24-024533,VEHICLE THEFT - AUTO,04X,151 LAKESIDE DR,Oakland,CA,POINT (-122.262406034 37.804767009)
FELONY ASSAULT,04/05/2024 03:23:00 PM,24-016836,EXHIBIT FIREARM,30X,2010 80TH AV,Oakland,CA,POINT (-122.172827964 37.760620992)
,05/24/2024 12:00:00 PM,24-025792,VEHICLE THEFT - AUTO,03Y,LUISE ST & 32ND ST,Oakland,CA,POINT (-122.284665938 37.823906414)
MISDEMEANOR ASSAULT,04/15/2024 11:00:00 AM,24-018480,BATTERY,12X,5095 TELEGRAPH AV,Oakland,CA,POINT (-122.262391033 37.837133913)
,06/08/2024 09:54:00 AM,24-028321,VEHICLE THEFT - AUTO,31Y,424 ROSSMOOR AV,Oakland,CA,POINT (-122.187446003 37.735526998)
,03/28/2024 07:30:00 PM,24-905938,GRAND THEFT,24X,2211 42ND AVE,Oakland,CA,POINT (-122.208846008 37.779387989)
,05/13/2024 08:30:00 AM,24-907464,BURGLARY-AUTO,01X,229 BROADWAY,Oakland,CA,POINT (-122.276432981 37.796523994)
,04/22/2024 02:30:00 PM,24-019911,VEHICLE THEFT - AUTO,32X,10321 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.167672094 37.740249967)
,03/15/2024 06:30:00 PM,24-905158,ATTEMPT VEHICLE THEFT-AUTO,14Y,630 VALLE VISTA AVE,Oakland,CA,POINT (-122.246260979 37.817281987)
,05/05/2024 01:00:00 PM,24-023225,VANDALIZE PLACE OF WORSHIP,31Y,8475 EDES AV,Oakland,CA,POINT (-122.194553019 37.739629982)
,04/15/2024 06:25:00 PM,24-907639,GRAND THEFT,20X,1090 29TH AVE,Oakland,CA,POINT (-122.231390476 37.776898326)
,04/22/2024 10:00:00 AM,24-908285,VANDALISM,10Y,830 45TH ST,Oakland,CA,POINT (-122.27086899 37.834326)
VANDALISM,03/24/2024 04:00:00 PM,24-014978,VANDALISM-$400+,31X,8460 EDGEWATER DR,Oakland,CA,POINT (-122.197433041 37.737963995)
WEAPONS,05/31/2024 12:33:00 PM,24-026980,CARRY LOADED FIREARM W/PRIOR FELONY CONVICTION,26X,1286 64TH AV,Oakland,CA,POINT (-122.198388997 37.761354995)
MISDEMEANOR ASSAULT,03/14/2024 09:58:00 PM,24-014108,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,34X,90TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.174423962 37.749562998)
,05/01/2024 05:05:00 AM,24-021355,VEHICLE THEFT - AUTO,30Y,7900 OUTLOOK AV,Oakland,CA,POINT (-122.164259097 37.766883345)
STOLEN VEHICLE,06/01/2024 03:40:00 AM,24-024623,CARRY CONCEALED WEAPON IN VEHICLE,32X,98T 98T H AV&SAN LEANDRO ST ST,Oakland,CA,POINT (-122.179713027 37.739182011)
,04/06/2024 09:15:00 AM,24-907290,VANDALISM,04X,519 18TH ST,Oakland,CA,POINT (-122.27143502 37.80741502)
,05/14/2024 09:18:00 AM,24-023745,BATTERY,34X,9635 PLYMOUTH ST,Oakland,CA,POINT (-122.168225042 37.746723)
,05/11/2024 08:00:00 PM,24-023371,VEHICLE THEFT - AUTO,15X,624 BROOKLYN AV,Oakland,CA,POINT (-122.247644999 37.804481982)
,04/04/2024 01:30:00 PM,24-906794,GRAND THEFT,13Y,25 HILL COURT,Oakland,CA,POINT (-122.231240022 37.852713004)
,05/30/2024 09:00:00 PM,24-908668,BURGLARY-AUTO,,4609 SHATTUCK AVE AVE,Oakland,CA,POINT (-122.263725092 37.833929877)
OTHER,05/08/2024 09:00:00 PM,24-022830,FALSE IMPRISONMENT,31Y,8400 EDES AV,Oakland,CA,POINT (-122.194768014 37.742048999)
,04/14/2024 09:40:00 AM,24-018310,VEHICLE THEFT - AUTO,20X,1637 FRUITVALE AV,Oakland,CA,POINT (-122.225678965 37.781018018)
,03/17/2024 10:00:00 PM,24-905538,BURGLARY-AUTO,04X,1800 SAN PABLO AVE,Oakland,CA,POINT (-122.27218696 37.808049991)
,05/07/2024 07:00:00 AM,24-022475,TRESPASS:OCCUPY PROPERTY W/O CONSENT,20X,2927 E 19TH ST,Oakland,CA,POINT (-122.224827028 37.78315402)
,05/21/2024 01:15:00 PM,24-908039,GRAND THEFT,31X,1 AIRPORT DRIVE,Oakland,CA,POINT (-122.211228983 37.717223017)
,05/23/2024 04:00:00 AM,24-025404,VEHICLE THEFT - AUTO,19X,1216 21ST AV,Oakland,CA,POINT (-122.239105013 37.784519013)
,04/24/2024 11:13:00 AM,24-908354,THEFT,12Y,5110 TELEGRAPH AVE,Oakland,CA,POINT (-122.261943017 37.837435979)
,05/16/2024 03:08:00 AM,24-024066,VEHICLE THEFT - AUTO,21X,2320 E. 22ND ST,Oakland,CA,POINT (-122.230261016 37.789311995)
,04/12/2024 06:10:00 AM,24-017939,VEHICLE THEFT - AUTO,23X,4000 ALAMEDA AV,Oakland,CA,POINT (-122.223908958 37.769720008)
BURG - RESIDENTIAL,03/27/2024 11:05:00 AM,24-015395,BURGLARY-FORCIBLE ENTRY,29X,6828 HILLMONT DR,Oakland,CA,POINT (-122.169498001 37.774649992)
,04/06/2024 08:27:00 AM,24-016901,TRESPASS:OCCUPY PROPERTY W/O CONSENT,01X,200 BROADWAY,Oakland,CA,POINT (-122.275683974 37.796252001)
STOLEN VEHICLE,03/22/2024 01:15:00 PM,24-014472,POSSESS/ETC BURGLARY TOOLS,06X,APGAR ST & W MACARTHUR BLVD,Oakland,CA,POINT (-122.278164012 37.828598981)
,05/17/2024 06:30:00 PM,24-908229,BURGLARY-AUTO,08X,2450 VALDEZ ST,Oakland,CA,POINT (-122.263518865 37.814137921)
,05/12/2024 02:56:00 PM,24-023408,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24X,4104 AGUA VISTA ST ST,Oakland,CA,POINT (-122.206751035 37.781358994)
,06/08/2024 11:00:00 PM,24-028421,VIOLATION PAROLE:FELONY,32Y,10900 MACARTHUR BLVD,Oakland,CA,POINT (-122.14912302 37.741256993)
,05/23/2024 09:30:00 AM,24-908198,GRAND THEFT,,1975 40TH AVE,Oakland,CA,POINT (-122.214011309 37.77880173)
DOMESTIC VIOLENCE,05/29/2024 01:00:00 AM,24-026418,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,20X,2332 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.235209021 37.783232014)
,04/12/2024 08:50:00 AM,24-018307,VEHICLE THEFT - AUTO,30X,2400 CHURCH ST,Oakland,CA,POINT (-122.179766 37.767794015)
,05/26/2024 08:51:00 AM,24-026053,VEHICLE THEFT - AUTO,30X,1509 HAVENSCOURT BLVD.,Oakland,CA,POINT (-122.191308971 37.763325999)
,05/30/2024 02:10:00 PM,24-026797,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,19X,2118 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.238283 37.78513898)
,03/28/2024 03:55:00 PM,24-906421,VANDALISM,,52ND/INTERNATIONAL/E 12TH ST,Oakland,CA,POINT (-122.251412 37.791789)
BURG - OTHER,04/15/2024 02:03:00 AM,24-018819,BURGLARY-FORCIBLE ENTRY,22X,4315 LINCOLN AV,Oakland,CA,POINT (-122.205362992 37.808673981)
,05/19/2024 07:05:00 PM,24-907890,BURGLARY-AUTO,,1601 CLAY ST,Oakland,CA,POINT (-122.272784881 37.806673304)
OTHER,03/28/2024 08:03:00 PM,24-015655,FIGHT/CHALLENGE FIGHT PUBLIC PLACE,23X,4000 ALAMEDA AV,Oakland,CA,POINT (-122.223908958 37.769720008)
,04/28/2024 09:56:00 PM,24-020943,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,35X,8627 DOWLING ST,Oakland,CA,POINT (-122.166245991 37.757204989)
THREATS,04/15/2024 10:30:00 PM,24-018375,BATTERY,03X,344 13TH ST,Oakland,CA,POINT (-122.268844006 37.802750993)
MISDEMEANOR ASSAULT,05/20/2024 05:00:00 AM,24-024998,ADW WITH FORCE: POSSIBLE GBI,07X,1200 24TH ST,Oakland,CA,POINT (-122.284811028 37.817724006)
PETTY THEFT,05/20/2024 05:30:00 PM,24-025109,THEFT,24Y,2500 HUMBOLDT AV,Oakland,CA,POINT (-122.21253379 37.788772372)
,03/24/2024 12:01:00 AM,24-906546,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14X,280 PARK VIEW TERRACE,Oakland,CA,POINT (-122.258458995 37.811411008)
,05/09/2024 05:30:00 PM,24-907400,BURGLARY-AUTO,12Y,5451 COLLEGE AVE,Oakland,CA,POINT (-122.251518161 37.841241072)
,05/18/2024 11:13:00 AM,24-024557,ASSAULT WITH FIREARM ON PERSON,26Y,78TH AVE & RUDSDALE ST,Oakland,CA,POINT (-122.186531034 37.755599016)
,05/04/2024 06:00:00 PM,24-907265,BURGLARY-AUTO,,GRAND AVE,Oakland,CA,POINT (-122.258094493 37.809225707)
,04/10/2024 05:30:00 PM,24-906163,VANDALISM,08X,2251 BROADWAY,Oakland,CA,POINT (-122.267162009 37.811962998)
,05/02/2024 09:00:00 PM,24-021781,VEHICLE THEFT - AUTO,05Y,1709 PERALTA ST,Oakland,CA,POINT (-122.292366979 37.813719007)
